1	not included on imaging
1	tubular structure
1	moderate amount of stool
1	uncomfortable, nontoxic
1	indistinct
1	answering questions
1	slightly off
1	not followed to origin
1	hyperdense focus suggestive of appendicolith
1	clean, dry, intact, covered with steri-strips and bandages
1	lies approximately 4.8 cm above the carina
1	courses beyond the limits of this examination
1	suggestion of coalescent region medially
1	slight improvement
1	sideport beyond ge junction
1	few scattered reactive nodes
1	diffuse degenerative changes
1	scoliosis convex to the left
1	awake, alert, and oriented
1	in some discomfort
1	moves all extremities
1	somnolent but easily arousable, appropriate upon conversation
1	physiologic follicular activity bilaterally
1	does not fill with oral contrast
1	trace, likely physiologic
1	105/58
1	aperistaltic
1	cylindrical
1	could not definitely be connected to cecum
1	pain directly localized to this area
1	111/71
1	median sternotomy wires and clips identified
1	blind-ending tubular structure arising from cecal region
1	does not demonstrate normal compressibility
1	100/84
1	scant blood on peripad
1	small amount of blood on exam glove
1	partially visualized
1	tiny locules of extraluminal gas
1	122/60
1	terminating in the stomach
1	dark colored
1	eczematous rash
1	small focus containing enteric contrast
1	118/95
1	reproducible with ultrasound probe at mcburney's point
1	blind-ending tubular structure originating from cecum
1	suggestion of hazy surrounding fat
1	117/56
1	hemodynamically stable
1	never performed
1	blind ending structure
1	nad, awake/alert, cooperative
1	130/57
1	small sliding hiatal hernia
1	minimal to mild haziness
1	bilateral ureteral jets identified
1	appears very anxious
1	hyperactive
1	generalized
1	blind ended
1	pigtail confirmed within collection
1	projects over the left upper quadrant
1	not included on radiograph
1	aerated
1	uncomfortable, not in acute distress
1	small amount surrounding upper pole
1	lower than previous study
1	tiny sub centimeter hyperdense focus
1	substantially poor
1	extends to the stomach
1	120/83
1	sharp, episodic bursts superimposed on steady baseline
1	simple
1	moderate discomfort from abdominal pain when moving
1	pain with bumping of patient bed
1	refused
1	151/79
1	115/87
1	peritonitis particularly in rlq
1	120/80
1	tachy
1	pain on palpation
1	130/68
1	150/80
1	filling
1	135/76
1	partially filled
1	displaced
1	very uncomfortable
1	gaseous distension
1	avascular
1	mild epigastric pain along incision site
1	comfortable, speaking in full sentences
1	2+ and symmetric
1	within standard position within the fundal endometrium
1	compression could not be verified
1	could not be confirmed
1	trace amount, likely physiologic
1	crampy
1	lower density of blood compared to myocardium
1	high-density material at base and more distally
1	relative lucency along sacroiliac joint, little changed
1	cannot be confirmed
1	excretes contrast
1	mildly uncomfortable and fatigued
1	regular rate, rhythm
1	descended
1	unable to keep down
1	126/84
1	sudden onset
1	not tolerating po anti-emetics
1	terminates in the mid superior vena cava
1	superior endplate defect, chronic in appearance
1	moderate loss of intervertebral disc height
1	tubular blind-ending structure possibly appendix, not definitively identified
1	filled with air, unchanged from prior exam
1	loss of definition compared to prior exam, likely motion artifact
1	as above
1	nonlabored
1	blind ending tubular structure arising at base of cecum
1	mild fullness
1	retrocecal, right lower quadrant
1	cephalic
1	posterior
1	122/71
1	long
1	diffuse involvement of entire pancreas
1	121/65
1	poor respiratory effort
1	clean/dry/intact with steri-strips
1	volume loss
1	leftward shift
1	regular rate and rhythm with frequent ectopy
1	moderate-sized, new
1	at cavoatrial junction or upper right atrium
1	terminates in the mid svc
1	terminates at the cavoatrial junction
1	upper limit of normal, unchanged from prior
1	rotated
1	retraction by approximately 4.5 cm recommended
1	mild vascular blurring
1	well-corticated, truncated appearance likely reflecting prior resection or old trauma
1	9.2 cm
1	0.68-0.74, comparable to prior scan
1	retracted, overlying distal svc near cavoatrial junction
1	extensive sclerosis and remodeling
1	top normal range
1	left lower quadrant
1	cannulized
1	152/54
1	blood streaked stool
1	healing scar
1	terminates near the cavoatrial junction
1	degenerative disc changes with vacuum phenomenon at several levels
1	mild asymmetry
1	apparent seroma
1	midline scar, well healed
1	left retroaortic renal vein
1	13 fluoroscopic spot views obtained during ercp
1	early peaking systolic ejection murmur at left upper sternal border
1	initially sharp, now dull
1	116/70
1	94% on 2l
1	basilar crackles
1	quiet
1	relatively well delineated
1	diffusely osteopenic
1	not well-seen
1	97.9 po
1	125/75
1	systolic ejection murmur audible over precordium
1	large a-p diameter suggestive of hyperinflation
1	green tinged clear drainage
1	adenoma
1	not appreciated
1	projects over the mid svc
1	psoriasis
1	numerous psoriatic plaques
1	palpable/doppler/doppler/doppler
1	palpable/doppler
1	presumed, not substantial
1	equal throughout lung fields
1	projected over the right atrium
1	multiple brown macules from head across chest, back, and arms
1	portion cannot be seen
1	cannot be seen
1	123/66
1	light-colored
1	dark
1	interposed between diaphragm and right abdominal wall
1	nc/at
1	without murmurs, rubs, or gallops
1	radiates to back
1	lasts hours
1	smooth, tapered narrowing
1	terminates in the lower superior vena cava
1	overlies the upper abdomen
1	does not compress
1	129/35
1	appears drowsy but answering questions appropriately
1	drain in place
1	beaded-like
1	floppy
1	not successful
1	smooth tapering
1	hyperintense material consistent with proteinaceous content such as hemorrhage
1	calm, pleasant, appropriate
1	110-120/60-80s
1	80s
1	less than 7 cm
1	loose watery, sometimes 2 times a day
1	minimally coarsened
1	moderate loss of signal on out-of-phase compared to in-phase t1-weighted images
1	replaced right hepatic artery arising from the celiac trunk
1	thick walled
1	t1 hyperintense material compatible with hyperconcentrated bile
1	minimal, persistent, unchanged
1	106/57
1	iii/vi systolic ejection murmur at lusb radiating to carotids
1	full strength throughout
1	moderate distention
1	conventional anatomy
1	hypothermic
1	bibasilar rales
1	swollen
1	high-signal intensity on t2-weighted
1	slight fullness
1	too small to characterize but unchanged
1	new mild hydronephrosis
1	difficult to follow below pelvic inlet
1	slightly delayed
1	mildly narrowed as it crosses beneath superior mesenteric artery
1	arises from aorta at highly acute angle
1	coiled in the stomach
1	trace amount, new
1	trace, new compared to prior study
1	limbus vertebra
1	coursing through the second portion of the duodenum
1	not included on the image
1	lower than prior examination
1	extends across midline into left subclavian system
1	good position on subsequent study
1	placed
1	extends to lower svc, just above cavoatrial junction
1	very extensive and diffuse, without specific predominance, unchanged
1	in situ
1	interval placed
1	too inferior, terminating 1.3 cm cranial to the carina
1	ends in the mid-svc
1	ends at the cavoatrial junction
1	ends approximately 4 cm above the carina
1	goes into the stomach, distal extent outside view
1	ends in the mid svc
1	ends well within the right atrium
1	passes the diaphragm and outside view of this chest radiograph
1	ends at the lower svc
1	ends outside the view of the radiograph
1	severe, slightly worse
1	interval-improved (previously severe, now moderate improvement)
1	extends to lower body of stomach
1	slight indistinctness
1	compatible with cirrhosis
1	feeding tube in place
1	palpable 3 cm below costal margin
1	palpable 4-5 cm below left costal margin
1	pin point
1	2 mm
1	area of fat sparing along gallbladder fossa
1	terminates in the distal esophagus
1	small amount of air around drainage catheter
1	projecting over cavoatrial junction versus high right atrium
1	rapid distal tapering
1	tapers smoothly distally at the level of the ampulla
1	seen to open during the course of the study
1	pancreas divisum
1	126/78
1	difficult to exclude
1	comfortable, sitting up, not in pain or discomfort
1	equal full air entry bilaterally
1	multiple scars with keloid formation
1	dry skin bilaterally
1	projecting over the mid svc
1	chronic venous stasis changes
1	moves all extremities spontaneously
1	full affect
1	cn2-12 grossly intact
1	not fully recorded
1	not fully recorded bilaterally
1	resting tremor bilaterally
1	displaced to the right
1	mildly narrowed
1	mild centrilobular emphysema
1	uncomfortable appearing, does not appear toxic
1	hyperpigmented macular rash on lateral aspect of right lower extremity
1	screw partially visualized
1	mild generalized abdominal pain
1	performed
1	normoactive in all four quadrants
1	non-focal/grossly intact
1	sharp and constant
1	massive splenomegaly
1	drop in signal on out-of-phase relative to in-phase imaging
1	small to moderate hiatal hernia
1	157/74
1	frontal and lateral views performed
1	small amount tracking along left major fissure
1	pooling in dependent portion
1	tiny node, again seen
1	mild, with anterior osteophytosis
1	satisfactory with tip in fundus of stomach
1	small layering
1	could be pulled back by 2-3 cm
1	probably ends in the upper to mid svc
1	downward displacement
1	tip in stomach, crossing midline
1	likely in the first portion of the duodenum
1	right-sided picc line tip in svc
1	in proximal portion of duodenum
1	approximately 5 cm above the carina
1	possible supervening pneumonia
1	better aerated
1	completely cleared
1	mild, significant resolution
1	minimal, persisting but improved significantly
1	within the mid svc
1	beyond the view of the radiograph
1	measures approximately 3 mm
1	at the upper limits of normal for patient age
1	difficult to evaluate
1	small amount of localized scarring
1	slightly blurred
1	perhaps top-normal
1	diffusely demineralized
1	mild multilevel
1	thin-walled anechoic structure with through transmission and single thin septation
1	hyperinflation
1	sclerotic area, may be a bone island
1	diffuse idiopathic skeletal hyperostosis
1	equal bilaterally
1	constricted
1	reactive
1	cannot be completely excluded
1	does not clearly demonstrate normal peristaltic activity
1	135/80
1	95% on 2l supplemental oxygen
1	few basilar rales
1	good air movement
1	focal area of t2 hyperintensity
1	cool and clammy
1	not accessed
1	120/70
1	stretch marks
1	occasional ecchymoses
1	118/58
1	moist mucous membranes
1	aligned and intact
1	extensive colonic diverticulosis
1	air and stool seen throughout
1	large fecal load throughout
1	terminates in right upper abdomen
1	multilevel lumbar fixation
1	projects over the expected region of the upper svc
1	ncat
1	generalized weakness
1	congruent affect
1	good judgment
1	11.5 cm
1	identified in the right lower quadrant
1	largest measures 5 mm
1	t2 hypointense filling defect
1	mild, nonspecific
1	nasogastric tube terminates in stomach
1	mild dropout on t1 out-of-phase compared to in-phase
1	projecting over the distal svc
1	approximately 1 cm from the carina
1	satisfactory position
1	on vasopressor support
1	intubated
1	sedated but arousable
1	minimal distension
1	lower midline incision well healed
1	copious diarrhea, non-bloody
1	dyspneic, intubated
1	somewhat fibrotic
1	successfully extracted after papillotomy
1	large volume of bile drained
1	degrades image quality, limiting evaluation
1	terminates at svc/right atrial junction, unchanged
1	deformity, chronic
1	131/63
1	measures up to 4.5 cm
1	minor
1	loose stools
1	deviated
1	dorsal healed
1	bilateral dorsal areas of non-characteristic scarring
1	non-characteristic scarring at basis
1	116/77
1	mid-systolic click appreciated
1	cannot be assessed due to contraction
1	known systolic murmur ii/vi
1	poor at baseline, possibly slightly worse currently
1	felt feverish, temperature not measured
1	laser surgery for cataracts and glaucoma
1	lumpectomy
1	relatively the same position as prior
1	visualized, two adjacent
1	contrast visualized
1	orthotopic liver transplant with surgical anastomosis at level of ivc
1	in place and unchanged
1	two stents extending from liver to duodenum
1	hyperdense contents, some layered, concerning for blood products
1	128/71
1	scattered over arms and chest
1	dullness over dependent areas, tympanic anteriorly
1	hepatomegaly
1	splenomegaly not readily appreciated
1	homogeneous throughout
1	abutted posteriorly by duodenal diverticulum
1	abutted laterally by duodenal diverticulum
1	appears well
1	using a cane
1	mild distension, non-specific
1	full rom
1	cannulated
1	substantially lower
1	poor visualization
1	poor visualization of medial aspect
1	at the junction of the left internal jugular vein and left brachiocephalic vein
1	awoke patient from sleep
1	subtle hyperintensity
1	hypointensity
1	functional
1	visualized portions within normal limits
1	extends to the right atrium
1	could be pulled back to be above the cavoatrial junction
1	probably extends to right atrium; recommended to pull back ~2 cm to above cavoatrial junction
1	projecting 5.5 mm above the carina
1	over-inflated
1	projecting below the lower limit of film
1	essentially stable
1	interval repositioned, terminating 3.6 cm above the carina
1	terminates in upper trachea at level of clavicles
1	enteric tube enters stomach
1	right ij central line tip extends into upper right atrium
1	retained secretions
1	minimally changed from prior ct
1	terminating at junction of pylorus and first portion of duodenum
1	visible
1	thin walled
1	in pylorus or post-pyloric region, unchanged from previous
1	terminates 2.3 cm above the carina, could be withdrawn slightly for standard positioning
1	mild-to-moderate gastric distention
1	curled up pointing towards the fundus
1	terminates within the stomach
1	moderate amount of gas
1	small amount of gas extending to the rectal vault
1	coils in the subclavian vein
1	coils in the stomach and terminates in the proximal duodenum
1	fractured / broken
1	multiple, in similar position
1	bibasilar fine crackles
1	slightly better inspiration
1	somewhat indistinct
1	left deviated
1	less than 5 cm
1	good fund of knowledge, able to discuss current events, memory intact
1	all normal
1	greater than right
1	suggested
1	numerous reactive lymph nodes, unchanged
1	significant diverticulosis
1	stent in place
1	nasogastric tube terminating within stomach
1	foley catheter in situ
1	moderate-sized
1	bilateral fat-containing inguinal hernias
1	generalized soft tissue anasarca
1	multilevel degenerative changes, worse at l4-l5
1	tip at least to right atrium level
1	not confidently visualized
1	in place, unchanged
1	visualized to at least the level of the cavoatrial junction; distal tip not confidently visualized
1	large layering
1	very large bilateral
1	mild superimposed congestive failure
1	similar position
1	may be somewhat larger
1	hyperlucent, compatible with emphysema
1	metallic aortic stent partially visualized
1	small amount adjacent to liver and spleen
1	probably about 5 cm above the carina
1	appears to extend to distal stomach
1	newly appeared
1	small-to-moderate
1	bibasilar, unchanged
1	ending below the diaphragm
1	in situ, 5.5 cm above the carina
1	good position, unchanged
1	small amount visualized, could be rectum or bladder
1	visualized, extending into iliac arteries bilaterally
1	visualized in place
1	projects over left upper quadrant
1	markedly attenuated
1	terminates within the left brachiocephalic vein
1	projects 5.5 cm above the carina
1	interval development
1	maintained
1	possibly improving
1	approximately 4 cm above the carina
1	projected 2 cm above the carina, lower than prior study
1	positioned 5.4 cm above carina
1	pulled back, now in brachiocephalic vein
1	at cavoatrial junction
1	bilateral, unchanged
1	substantially thicker
1	slightly pulled back, projects over medial parts of aortic arch
1	tubular structure directed toward neck, corresponds to extracorporeal monitoring device
1	courses beyond stomach into proximal duodenum
1	courses below the hemidiaphragm, tip out of view
1	moderate, persists
1	correct position, tip projects 5 cm above the carina
1	passes below the diaphragm and out of view
1	ends 6 cm above the carina
1	in the upper svc
1	courses inferiorly below the diaphragm and out of field of view
1	hyperinflated compared to left
1	possible mucus plug blocking a portion
1	in the descending duodenum
1	in the stomach
1	coursing below the hemidiaphragm, tip off the film
1	likely terminates at the confluence of the brachiocephalic veins
1	rightward shift
1	near complete collapse
1	substantial, persist, worse on the left
1	essentially within normal limits
1	not substantially shifted to the left
1	less layering out
1	enters at the thoracic inlet
1	ends in the mid-to-lower svc
1	course inferiorly out of the field of view
1	cut off in the study
1	exchanged to single lumen device
1	projects over the superior svc
1	97% on 5l supplemental oxygen
1	distant
1	amber
1	bronchial breath sounds, r>l
1	non-displaced
1	2+ (radials, dps)
1	slight tremor
1	in approximate location of distal superior vena cava
1	104/68
1	47.9 kg
1	terminates at the right ventricle
1	may be withdrawn by 7-8 mm to place tip at lower svc or cavoatrial junction
1	approximately 2 cm below estimated superior cavoatrial junction
1	probably in standard placement
1	pass below diaphragm and out of view
1	small if any
1	approximately 2.3 cm above the carina, similar to prior
1	near the junction of the right and left brachiocephalic veins, similar to prior
1	near the svc/ra junction
1	course into the stomach and out of view
1	even lower compared to prior
1	extends to midline at level of l4, likely near entrance to ivc
1	in mid abdomen
1	tip above the level of the medial clavicles, unchanged compared to prior
1	distal tip out of sight inferiorly
1	2 linear densities with associated adjacent rectangular densities, likely two retained towels
1	mild gaseous distention of multiple loops
1	anxious, mild distress from pain, diaphoretic
1	miotic
1	moist (mmm)
1	toes downgoing (flexor)
1	dense sensory loss below mid shin
1	approximately 13l received
